"","n_trials","alpha1_est","alpha2_est","alpha1_prior","alpha2_prior"
"3243",200,0.677927,0.567795,0.703024,0.634019
"3244",200,0.657775,0.564029,0.651177,0.697776
"3245",200,0.769581,0.555294,0.536117,0.573417
"3246",200,0.776662,0.553154,0.694436,0.688184
"3247",200,0.78138,0.548302,0.576459,0.788915
"3248",200,0.791723,0.550787,0.69507,0.667406
"3249",200,0.813073,0.517208,0.581449,0.76533
"3250",200,0.485773,0.841559,0.620517,0.666664
"3251",200,0.617156,0.369624,0.561689,0.798131
"3252",200,0.595465,0.486953,0.647863,0.557682
"3253",200,0.752611,0.790914,0.31703,0.299239
"3254",200,0.769419,0.78099,0.498369,0.576143
"3255",200,0.724545,0.77474,0.662218,0.805429
"3256",200,0.603712,0.745596,0.681729,0.671147
"3257",200,0.659925,0.70145,0.675071,0.591243
"3258",200,0.4862,0.727401,0.635596,0.531591
"3259",200,0.621561,0.463127,0.438835,0.679704
"3260",200,0.568932,0.746577,0.708598,0.463277
"3261",200,0.573929,0.750269,0.72021,0.610083
"3262",200,0.579411,0.74776,0.53416,0.63191
"3263",200,0.579521,0.747007,0.510641,0.721089
"3264",200,0.576924,0.749821,0.252658,0.751585
"3265",200,0.687411,0.5268,0.455529,0.535514
"3266",200,0.493542,0.582728,0.673487,0.623805
"3267",200,0.711618,0.590685,0.6105,0.643651
"3268",200,0.514714,0.641333,0.688499,0.498306
"3269",200,0.570205,0.759408,0.750825,0.395074
"3270",200,0.616729,0.75029,0.457855,0.72711
"3271",200,0.536289,0.776735,0.409356,0.787612
"3272",200,0.694782,0.494644,0.666794,0.677763
"3273",200,0.647285,0.537671,0.543905,0.644798
"3274",200,0.648208,0.484693,0.5033,0.575182
"3275",200,0.571359,0.645179,0.770323,0.616877
"3276",200,0.583495,0.722838,0.713379,0.765717
"3277",200,0.541658,0.697063,0.631999,0.646279
"3278",200,0.522991,0.561999,0.656118,0.669407
"3279",200,0.542399,0.565295,0.488593,0.689808
"3280",200,0.489908,0.550048,0.59263,0.627292
"3281",200,0.433946,0.549466,0.580727,0.846892
"3282",200,0.49856,0.523384,0.54862,0.661527
"3283",200,0.748964,0.516123,0.529826,0.373076
"3284",200,0.61289,0.64188,0.706396,0.465999
"3285",200,0.598583,0.641243,0.804652,0.650077
"3286",200,0.420336,0.523822,0.440571,0.58047
"3287",200,0.535375,0.47802,0.645015,0.441197
"3288",200,0.539615,0.4763,0.704007,0.784243
"3289",200,0.713865,0.716251,0.773365,0.76147
"3290",200,0.493429,0.630273,0.602737,0.820133
"3291",200,0.594093,0.59719,0.66604,0.681158
"3292",200,0.594205,0.626273,0.63292,0.711565
"3293",200,0.597125,0.543499,0.640991,0.618056
"3294",200,0.742509,0.554255,0.60266,0.460943
"3295",200,0.475986,0.572979,0.493214,0.631483
"3296",200,0.601018,0.518061,0.673398,0.507314
"3297",200,0.347114,0.433786,0.648093,0.750232
"3298",200,0.729035,0.669732,0.569951,0.665567
"3299",200,0.572235,0.812255,0.734778,0.511124
"3300",200,0.445858,0.826148,0.537051,0.685498
"3301",200,0.448969,0.830475,0.68052,0.443646
"3302",200,0.737621,0.345504,0.613275,0.620241
"3303",200,0.766374,0.30314,0.69685,0.407449
"3304",200,0.629841,0.719588,0.610506,0.694476
"3305",200,0.641762,0.718316,0.746306,0.754372
"3306",200,0.467113,0.63644,0.6707,0.475321
"3307",200,0.54502,0.605128,0.625482,0.808509
"3308",200,0.594204,0.51224,0.721777,0.578552
"3309",200,0.449752,0.531272,0.499246,0.453434
"3310",200,0.339031,0.551739,0.574563,0.620479
"3311",200,0.81756,0.617971,0.551951,0.570994
"3312",200,0.851931,0.766965,0.662178,0.475216
"3313",200,0.756464,0.835608,0.423507,0.617054
"3314",200,0.766904,0.729421,0.755472,0.473155
"3315",200,0.733603,0.792423,0.649197,0.452808
"3316",200,0.541862,0.426801,0.533117,0.395699
"3317",200,0.653375,0.456652,0.7616,0.732597
"3318",200,0.660507,0.456382,0.596692,0.662902
"3319",200,0.673574,0.491384,0.713334,0.665518
"3320",200,0.698605,0.571987,0.669598,0.613045
"3321",200,0.633082,0.741453,0.528257,0.564488
"3322",200,0.654422,0.35218,0.75909,0.563276
"3323",200,0.690117,0.803758,0.569373,0.604157
"3324",200,0.691871,0.80182,0.434663,0.333997
"3325",200,0.692211,0.791261,0.58472,0.751215
"3326",200,0.582162,0.68647,0.728608,0.418993
"3327",200,0.700523,0.698874,0.708424,0.570379
"3328",200,0.692104,0.81323,0.695095,0.578479
"3329",200,0.64021,0.65482,0.774599,0.73985
"3330",200,0.69049,0.618887,0.666469,0.698498
"3331",200,0.632748,0.743171,0.70613,0.59581
"3332",200,0.704889,0.600114,0.586186,0.695737
"3333",200,0.356641,0.694508,0.728425,0.795612
"3334",200,0.345118,0.689997,0.634017,0.550105
"3335",200,0.356457,0.693822,0.679682,0.744714
"3336",200,0.526092,0.540102,0.648146,0.613795
"3337",200,0.669948,0.726232,0.427912,0.591672
"3338",200,0.624118,0.686168,0.558203,0.754172
"3339",200,0.534406,0.740836,0.652409,0.601943
"3340",200,0.574053,0.688231,0.655722,0.540796
"3341",200,0.569053,0.701553,0.529384,0.606908
"3342",200,0.670123,0.573275,0.626798,0.59499
"3343",200,0.584786,0.484688,0.612917,0.712877
"3344",200,0.713411,0.541,0.643415,0.81173
"3345",200,0.61441,0.707504,0.547514,0.539241
"3346",200,0.710146,0.682853,0.515202,0.57306
"3347",200,0.520028,0.596101,0.621462,0.656708
"3348",200,0.52707,0.491327,0.648995,0.63849
"3349",200,0.543158,0.497999,0.540526,0.673732
"3350",200,0.542913,0.501058,0.399492,0.563463
"3351",200,0.816692,0.595495,0.654637,0.543197
"3352",200,0.725677,0.543468,0.579206,0.713791
"3353",200,0.646894,0.668958,0.394904,0.74176
"3354",200,0.747369,0.685681,0.584353,0.724619
"3355",200,0.691064,0.451454,0.591041,0.631278
"3356",200,0.45757,0.492434,0.687164,0.490482
"3357",200,0.474417,0.48756,0.313873,0.711246
"3358",200,0.48122,0.483039,0.53791,0.601446
"3359",200,0.56368,0.619664,0.456412,0.646739
"3360",200,0.612218,0.64926,0.749262,0.482062
"3361",200,0.545558,0.47082,0.580323,0.655322
"3362",200,0.351767,0.452417,0.642382,0.563011
"3363",200,0.373771,0.517446,0.3596,0.557902
"3364",200,0.360989,0.497337,0.518399,0.580289
"3365",200,0.824547,0.499348,0.700299,0.63856
"3366",200,0.785439,0.446381,0.625126,0.77881
"3367",200,0.789951,0.500795,0.706101,0.560284
"3368",200,0.608529,0.623486,0.589579,0.723216
"3369",200,0.643132,0.575955,0.595484,0.557222
"3370",200,0.570218,0.608808,0.659232,0.609847
"3371",200,0.584077,0.607981,0.63347,0.426762
"3372",200,0.673522,0.658231,0.373913,0.499899
"3373",200,0.725529,0.621156,0.736384,0.486671
"3374",200,0.5003,0.71163,0.496664,0.54973
"3375",200,0.704257,0.634419,0.535125,0.704236
"3376",200,0.800588,0.649937,0.505025,0.560965
"3377",200,0.797872,0.704884,0.698585,0.386197
"3378",200,0.817107,0.683512,0.561111,0.626171
"3379",200,0.429967,0.465265,0.638181,0.538983
"3380",200,0.482971,0.53491,0.755001,0.664472
"3381",200,0.582894,0.784542,0.645098,0.706501
"3382",200,0.581687,0.783663,0.750558,0.41995
"3383",200,0.695145,0.773395,0.446765,0.598553
"3384",200,0.776668,0.447618,0.561063,0.659194
"3385",200,0.716435,0.613665,0.805547,0.705634
"3386",200,0.708388,0.618654,0.711723,0.441674
"3387",200,0.635053,0.552302,0.551228,0.638332
"3388",200,0.592995,0.626356,0.344937,0.624097
"3389",200,0.552848,0.557099,0.603073,0.785306
"3390",200,0.519968,0.587763,0.629285,0.51323
"3391",200,0.568491,0.6227,0.574853,0.491065
"3392",200,0.570377,0.621475,0.462174,0.796727
"3393",200,0.537542,0.752229,0.595018,0.590296
"3394",200,0.544293,0.791091,0.810607,0.62398
"3395",200,0.711739,0.662735,0.668714,0.586879
"3396",200,0.505549,0.665856,0.666778,0.83048
"3397",200,0.495369,0.724244,0.557955,0.675844
"3398",200,0.692745,0.531965,0.670286,0.507309
"3399",200,0.72429,0.663965,0.449115,0.857857
"3400",200,0.670435,0.629135,0.612808,0.3963
"3401",200,0.43594,0.683671,0.569526,0.514885
"3402",200,0.405463,0.722556,0.565435,0.630408
"3403",200,0.41993,0.685948,0.571887,0.524613
"3404",200,0.72808,0.692484,0.587058,0.573799
"3405",200,0.622867,0.806514,0.301393,0.448215
"3406",200,0.576585,0.792359,0.750016,0.78019
"3407",200,0.567256,0.758054,0.762724,0.504243
"3408",200,0.539838,0.59789,0.577875,0.709088
"3409",200,0.526289,0.611489,0.314086,0.824568
"3410",200,0.557524,0.57121,0.669752,0.738929
"3411",200,0.532526,0.66677,0.563838,0.603349
"3412",200,0.632527,0.571294,0.716711,0.518786
"3413",200,0.731348,0.632141,0.531217,0.64034
"3414",200,0.716067,0.527778,0.628935,0.67218
"3415",200,0.432625,0.545488,0.589586,0.69443
"3416",200,0.495115,0.58992,0.754408,0.702306
"3417",200,0.618026,0.546923,0.488325,0.588813
"3418",200,0.507133,0.663488,0.602852,0.606395
"3419",200,0.513902,0.655506,0.625582,0.644654
"3420",200,0.507719,0.664184,0.685532,0.568136
"3421",200,0.666893,0.829448,0.727255,0.487917
"3422",200,0.667256,0.816192,0.721247,0.690089
"3423",200,0.470347,0.658806,0.604768,0.849885
"3424",200,0.519222,0.600664,0.635484,0.658603
"3425",200,0.427896,0.688573,0.82708,0.505051
"3426",200,0.541616,0.686016,0.467836,0.680615
"3427",200,0.540639,0.691645,0.633452,0.713412
"3428",200,0.436127,0.747928,0.712937,0.421344
"3429",200,0.611464,0.746472,0.662065,0.665858
"3430",200,0.59403,0.752122,0.673554,0.74434
"3431",200,0.590734,0.752759,0.402099,0.476678
"3432",200,0.645858,0.834014,0.729954,0.608849
"3433",200,0.657411,0.848158,0.664681,0.621393
"3434",200,0.649933,0.747262,0.637475,0.668547
"3435",200,0.60313,0.484416,0.37531,0.563749
"3436",200,0.577667,0.428055,0.803393,0.72255
"3437",200,0.724039,0.731074,0.81452,0.536772
"3438",200,0.715317,0.756821,0.736924,0.421536
"3439",200,0.703607,0.78001,0.705318,0.511884
"3440",200,0.62173,0.664774,0.476939,0.529145
"3441",200,0.608712,0.758243,0.642842,0.639528
"3442",200,0.616191,0.711215,0.69499,0.658499
"3443",200,0.647378,0.722015,0.73982,0.636358
"3444",200,0.596064,0.639741,0.657274,0.520057
"3445",200,0.609985,0.598614,0.519268,0.613314
"3446",200,0.70223,0.48453,0.611283,0.558055
"3447",200,0.701537,0.537419,0.660177,0.696362
"3448",200,0.726021,0.552934,0.807954,0.714863
"3449",200,0.748768,0.580143,0.716812,0.699816
"3450",200,0.630959,0.606163,0.682649,0.854317
"3451",200,0.624418,0.613871,0.739164,0.748215
"3452",200,0.58218,0.642235,0.68036,0.63838
"3453",200,0.701456,0.692929,0.43609,0.643463
"3454",200,0.740291,0.798793,0.650186,0.697677
"3455",200,0.664866,0.844141,0.68492,0.638969
"3456",200,0.623288,0.816782,0.710796,0.359617
"3457",200,0.694847,0.524344,0.493786,0.65698
"3458",200,0.698952,0.500522,0.609629,0.589164
"3459",200,0.590408,0.777245,0.819531,0.622476
"3460",200,0.602098,0.791649,0.435157,0.717903
"3461",200,0.579155,0.713013,0.587029,0.670007
"3462",200,0.623592,0.590465,0.433543,0.477419
"3463",200,0.591282,0.617648,0.77844,0.809471
"3464",200,0.510589,0.660141,0.515025,0.541435
"3465",200,0.610128,0.502597,0.717966,0.591721
"3466",200,0.629289,0.519027,0.783403,0.659946
"3467",200,0.537833,0.736983,0.625782,0.528783
"3468",200,0.544009,0.732477,0.591106,0.695985
"3469",200,0.585162,0.703136,0.64034,0.55241
"3470",200,0.466522,0.766955,0.684814,0.584551
"3471",200,0.833192,0.67932,0.721863,0.413289
"3472",200,0.339759,0.576922,0.47723,0.586956
"3473",200,0.838567,0.640527,0.710017,0.726823
"3474",200,0.813199,0.707772,0.686867,0.679977
"3475",200,0.784543,0.747902,0.387978,0.663308
"3476",200,0.764045,0.730648,0.481555,0.665678
"3477",200,0.371077,0.534073,0.505814,0.560407
"3478",200,0.79264,0.459576,0.695592,0.539784
"3479",200,0.788655,0.481764,0.53105,0.594847
"3480",200,0.727387,0.703416,0.672726,0.761907
"3481",200,0.540295,0.591456,0.760954,0.554632
"3482",200,0.633651,0.617636,0.495157,0.842068
"3483",200,0.56343,0.630663,0.604258,0.695816
"3484",200,0.612717,0.724349,0.588436,0.586857
"3485",200,0.583017,0.671756,0.582441,0.62638
"3486",200,0.497227,0.702124,0.486011,0.679657
"3487",200,0.488423,0.702733,0.540528,0.817097
"3488",200,0.461542,0.744676,0.600147,0.658033
"3489",200,0.672357,0.726802,0.753175,0.712464
"3490",200,0.646983,0.672006,0.603837,0.697623
"3491",200,0.652902,0.675153,0.70566,0.536636
"3492",200,0.743785,0.648536,0.607585,0.664144
"3493",200,0.732859,0.633002,0.446645,0.550862
"3494",200,0.736004,0.634434,0.576769,0.890653
"3495",200,0.526067,0.683252,0.636772,0.607416
"3496",200,0.528042,0.682511,0.76049,0.664473
"3497",200,0.438157,0.590807,0.688009,0.668773
"3498",200,0.43724,0.58663,0.415501,0.641038
"3499",200,0.43724,0.58663,0.597103,0.597984
"3500",200,0.428988,0.590693,0.573894,0.697991
"3501",200,0.754026,0.695988,0.50914,0.737573
"3502",200,0.751018,0.688592,0.43899,0.598212
"3503",200,0.666567,0.751374,0.686764,0.625932
"3504",200,0.547261,0.649148,0.761796,0.606103
"3505",200,0.66568,0.626197,0.641793,0.725066
"3506",200,0.697879,0.655233,0.422815,0.708978
"3507",200,0.69806,0.647124,0.622833,0.607482
"3508",200,0.698968,0.645802,0.758961,0.515001
"3509",200,0.69763,0.61904,0.549594,0.59104
"3510",200,0.509543,0.504548,0.717448,0.719848
"3511",200,0.485124,0.496125,0.449397,0.352506
"3512",200,0.391762,0.616452,0.518674,0.667841
"3513",200,0.678541,0.407459,0.745946,0.744331
"3514",200,0.666951,0.485918,0.680937,0.693225
"3515",200,0.788516,0.629787,0.647376,0.697621
"3516",200,0.44289,0.65096,0.700762,0.461735
"3517",200,0.621275,0.555251,0.38404,0.693038
"3518",200,0.695024,0.626533,0.612569,0.588653
"3519",200,0.774417,0.52482,0.584765,0.701853
"3520",200,0.634948,0.667325,0.634869,0.660779
"3521",200,0.562924,0.464787,0.484278,0.708484
"3522",200,0.560865,0.6613,0.596397,0.605313
"3523",200,0.553411,0.599156,0.701501,0.608537
"3524",200,0.434513,0.505428,0.729127,0.764753
"3525",200,0.568041,0.651823,0.58531,0.760335
"3526",200,0.586485,0.718131,0.710423,0.535304
"3527",200,0.522898,0.600359,0.558276,0.692615
"3528",200,0.562922,0.690522,0.633702,0.724217
"3529",200,0.656474,0.514,0.541836,0.621957
"3530",200,0.757994,0.764551,0.672505,0.63419
"3531",200,0.64295,0.733751,0.541581,0.713811
"3532",200,0.540115,0.69158,0.381421,0.527195
"3533",200,0.535161,0.689997,0.628696,0.614799
"3534",200,0.60839,0.649469,0.626238,0.680511
"3535",200,0.60579,0.632775,0.706379,0.495431
"3536",200,0.588135,0.634323,0.689574,0.55701
"3537",200,0.534127,0.683306,0.498347,0.873076
"3538",200,0.567665,0.66791,0.517908,0.498882
"3539",200,0.55636,0.743935,0.775225,0.580095
"3540",200,0.372081,0.776922,0.778457,0.432388
"3541",200,0.461905,0.730616,0.647609,0.603431
"3542",200,0.670899,0.4874,0.599311,0.527312
"3543",200,0.723307,0.501903,0.479689,0.69128
"3544",200,0.724344,0.419786,0.615763,0.638269
"3545",200,0.707334,0.782615,0.539827,0.479582
"3546",200,0.478023,0.496454,0.628141,0.415891
"3547",200,0.483903,0.5033,0.661148,0.358641
"3548",200,0.551603,0.75977,0.621894,0.749241
"3549",200,0.455925,0.797374,0.644333,0.66122
"3550",200,0.597143,0.433423,0.756178,0.741254
"3551",200,0.625151,0.805634,0.610761,0.535973
"3552",200,0.72008,0.469089,0.450996,0.466563
"3553",200,0.737571,0.469956,0.627152,0.615099
"3554",200,0.507438,0.649675,0.525196,0.541361
"3555",200,0.580604,0.467451,0.676341,0.609611
"3556",200,0.587544,0.514316,0.603809,0.525598
"3557",200,0.556081,0.504458,0.771035,0.613157
"3558",200,0.691541,0.641281,0.545383,0.457544
"3559",200,0.563433,0.482881,0.745101,0.791327
"3560",200,0.740773,0.741221,0.761006,0.556324
"3561",200,0.772985,0.677759,0.574031,0.667667
"3562",200,0.381593,0.591471,0.59624,0.685443
"3563",200,0.795132,0.662773,0.473125,0.668863
"3564",200,0.449811,0.580141,0.729793,0.601896
"3565",200,0.45278,0.588041,0.674417,0.506003
"3566",200,0.563991,0.733604,0.721118,0.72906
"3567",200,0.553277,0.801453,0.712525,0.356732
"3568",200,0.568116,0.796163,0.682122,0.72943
"3569",200,0.629089,0.54722,0.720045,0.708305
"3570",200,0.630337,0.519023,0.566282,0.56628
"3571",200,0.594037,0.460205,0.428953,0.485456
"3572",200,0.597741,0.50768,0.742008,0.726065
"3573",200,0.575613,0.335784,0.639721,0.568907
"3574",200,0.665845,0.809083,0.556437,0.727055
"3575",200,0.681698,0.792734,0.325432,0.658565
"3576",200,0.491473,0.627453,0.491059,0.651616
"3577",200,0.48705,0.616,0.666505,0.671509
"3578",200,0.500717,0.588184,0.618508,0.654511
"3579",200,0.502783,0.600425,0.737129,0.722956
"3580",200,0.515578,0.597675,0.571566,0.488952
"3581",200,0.545538,0.575444,0.515004,0.553215
"3582",200,0.55134,0.575506,0.60983,0.738625
"3583",200,0.472175,0.442919,0.691188,0.460897
"3584",200,0.764296,0.680044,0.763684,0.620133
"3585",200,0.744506,0.78004,0.676337,0.410587
"3586",200,0.627103,0.594761,0.635,0.49802
"3587",200,0.542437,0.73674,0.68065,0.648405
"3588",200,0.627389,0.465324,0.646206,0.543211
"3589",200,0.471411,0.498002,0.700483,0.450657
"3590",200,0.549874,0.563143,0.566981,0.670697
"3591",200,0.450697,0.797523,0.727416,0.647714
"3592",200,0.45204,0.797416,0.638872,0.746812
"3593",200,0.448255,0.801081,0.579744,0.589094
"3594",200,0.70416,0.757118,0.45893,0.62733
"3595",200,0.680686,0.725907,0.590805,0.827749
"3596",200,0.662093,0.708097,0.63952,0.759395
"3597",200,0.442999,0.587455,0.695978,0.473141
"3598",200,0.431982,0.581183,0.5697,0.493303
"3599",200,0.516412,0.588778,0.634101,0.605407
"3600",200,0.631866,0.493808,0.395945,0.580495
"3601",200,0.376223,0.605917,0.446665,0.700098
"3602",200,0.396497,0.582116,0.536118,0.599087
"3603",200,0.648341,0.599517,0.537735,0.535147
"3604",200,0.711265,0.649262,0.689466,0.51029
"3605",200,0.598123,0.663184,0.487789,0.867887
"3606",200,0.671942,0.620537,0.772407,0.370248
"3607",200,0.734778,0.635774,0.663614,0.622592
"3608",200,0.730558,0.604341,0.722165,0.625674
"3609",200,0.728992,0.479317,0.513443,0.581404
"3610",200,0.477177,0.427727,0.647142,0.674544
"3611",200,0.731209,0.74838,0.763493,0.629127
"3612",200,0.590518,0.700328,0.521908,0.799453
"3613",200,0.651545,0.505831,0.399194,0.555291
"3614",200,0.420733,0.489362,0.542855,0.577832
"3615",200,0.627135,0.697325,0.733338,0.712083
"3616",200,0.619013,0.707829,0.659235,0.507757
"3617",200,0.62329,0.696102,0.692482,0.617277
"3618",200,0.645566,0.715385,0.394441,0.710232
"3619",200,0.482659,0.755406,0.490527,0.740697
"3620",200,0.753953,0.696037,0.676133,0.629706
"3621",200,0.716602,0.661019,0.321318,0.769882
"3622",200,0.735811,0.623418,0.708722,0.713902
"3623",200,0.55471,0.566113,0.451419,0.59814
"3624",200,0.5664,0.686601,0.647005,0.451111
"3625",200,0.565292,0.682543,0.666614,0.787613
"3626",200,0.46962,0.639328,0.547766,0.63483
"3627",200,0.585998,0.627557,0.565993,0.694787
"3628",200,0.606368,0.649447,0.470194,0.57451
"3629",200,0.515739,0.615993,0.431582,0.455496
"3630",200,0.639304,0.549828,0.592346,0.546323
"3631",200,0.622908,0.658163,0.541003,0.701609
"3632",200,0.576339,0.757879,0.362309,0.481146
"3633",200,0.587633,0.618335,0.698686,0.861362
"3634",200,0.647275,0.562444,0.656814,0.622854
"3635",200,0.490522,0.686405,0.656827,0.612553
"3636",200,0.370784,0.729274,0.76133,0.610812
"3637",200,0.416875,0.743688,0.529787,0.599639
"3638",200,0.599262,0.559768,0.650132,0.689631
"3639",200,0.590724,0.51967,0.648783,0.782726
"3640",200,0.717536,0.684517,0.799098,0.593441
"3641",200,0.524375,0.817333,0.583501,0.654953
"3642",200,0.448427,0.773559,0.705977,0.645576
"3643",200,0.638112,0.530629,0.637432,0.547627
"3644",200,0.521054,0.645738,0.578021,0.688107
"3645",200,0.797925,0.819844,0.439186,0.5724
"3646",200,0.777865,0.734783,0.600838,0.627352
"3647",200,0.76199,0.743137,0.624164,0.792121
"3648",200,0.64244,0.359909,0.648293,0.538759
"3649",200,0.643941,0.362159,0.450132,0.600839
"3650",200,0.653646,0.363174,0.561457,0.605456
"3651",200,0.469693,0.50452,0.556684,0.58786
"3652",200,0.597744,0.570856,0.637683,0.695127
"3653",200,0.521482,0.423772,0.7557,0.664813
"3654",200,0.623024,0.47793,0.521284,0.637937
"3655",200,0.618057,0.475733,0.774893,0.76891
"3656",200,0.433889,0.550499,0.802067,0.416582
"3657",200,0.556706,0.43635,0.76187,0.479013
"3658",200,0.746987,0.682536,0.64538,0.447969
"3659",200,0.357865,0.736703,0.415879,0.572928
"3660",200,0.307585,0.745332,0.736045,0.784368
"3661",200,0.380259,0.806222,0.655406,0.465814
"3662",200,0.869679,0.515985,0.827846,0.437672
"3663",200,0.856465,0.521714,0.492554,0.509085
"3664",200,0.630461,0.312658,0.421071,0.513404
"3665",200,0.691944,0.44688,0.661451,0.651872
"3666",200,0.687126,0.474226,0.711094,0.564638
"3667",200,0.509439,0.715259,0.515191,0.722519
"3668",200,0.776095,0.601339,0.640296,0.679772
"3669",200,0.788282,0.650027,0.611207,0.774935
"3670",200,0.6459,0.57726,0.631135,0.485793
"3671",200,0.682452,0.493784,0.651967,0.520996
"3672",200,0.760843,0.54335,0.624207,0.530392
"3673",200,0.765293,0.492835,0.576995,0.514557
"3674",200,0.73116,0.571426,0.583565,0.612609
"3675",200,0.753465,0.580387,0.77902,0.707306
"3676",200,0.763459,0.546981,0.565874,0.688086
"3677",200,0.515449,0.597087,0.419878,0.673192
"3678",200,0.568857,0.469314,0.555813,0.754084
"3679",200,0.591176,0.440197,0.679455,0.590174
"3680",200,0.565435,0.759192,0.609821,0.549142
"3681",200,0.666492,0.660454,0.638102,0.380506
"3682",200,0.66522,0.662243,0.723576,0.401956
"3683",200,0.652233,0.660504,0.585149,0.568197
"3684",200,0.674092,0.679392,0.616158,0.63709
"3685",200,0.711699,0.772306,0.728719,0.563817
"3686",200,0.665563,0.761275,0.557465,0.480196
"3687",200,0.675682,0.748787,0.718041,0.668866
"3688",200,0.689692,0.747189,0.518494,0.509367
"3689",200,0.622698,0.747868,0.431446,0.587453
"3690",200,0.781205,0.646541,0.754961,0.411199
"3691",200,0.780478,0.645393,0.741756,0.821791
"3692",200,0.381611,0.671133,0.528425,0.538874
"3693",200,0.804116,0.679985,0.503803,0.722179
"3694",200,0.784251,0.669418,0.717798,0.691386
"3695",200,0.501222,0.668943,0.303565,0.679789
"3696",200,0.652994,0.716929,0.543117,0.424636
"3697",200,0.637851,0.711536,0.576182,0.440831
"3698",200,0.701561,0.743606,0.555456,0.62697
"3699",200,0.491604,0.761821,0.593781,0.726277
"3700",200,0.678655,0.778825,0.596703,0.468913
"3701",200,0.638112,0.430461,0.54544,0.711114
"3702",200,0.863985,0.57444,0.746244,0.517524
"3703",200,0.819667,0.605758,0.676592,0.369165
"3704",200,0.511356,0.302402,0.72573,0.649174
"3705",200,0.533701,0.488887,0.511533,0.626257
"3706",200,0.57614,0.475957,0.757703,0.371734
"3707",200,0.587728,0.565019,0.73281,0.716604
"3708",200,0.584283,0.615975,0.705165,0.790211
"3709",200,0.705099,0.471921,0.258085,0.374842
"3710",200,0.525339,0.460175,0.590283,0.558442
"3711",200,0.661598,0.629341,0.676411,0.611406
"3712",200,0.635204,0.736318,0.6271,0.493327
"3713",200,0.625192,0.775723,0.640874,0.581531
"3714",200,0.473502,0.741819,0.504453,0.676497
"3715",200,0.498023,0.668127,0.628825,0.61676
"3716",200,0.745638,0.733583,0.6977,0.593896
"3717",200,0.495423,0.499928,0.593537,0.568106
"3718",200,0.767083,0.74171,0.419089,0.586944
"3719",200,0.661553,0.497448,0.794005,0.674581
"3720",200,0.59136,0.315155,0.619958,0.64818
"3721",200,0.724487,0.712614,0.563924,0.590729
"3722",200,0.724944,0.711924,0.799537,0.684291
"3723",200,0.736004,0.648329,0.487095,0.56484
"3724",200,0.771206,0.661,0.641814,0.428998
"3725",200,0.725286,0.652646,0.524658,0.698272
"3726",200,0.806372,0.53826,0.658359,0.619136
"3727",200,0.666896,0.565752,0.657097,0.580014
"3728",200,0.575589,0.501502,0.55075,0.58828
"3729",200,0.669882,0.661502,0.599699,0.686401
"3730",200,0.667426,0.774297,0.727463,0.600196
"3731",200,0.618505,0.410473,0.661566,0.714422
"3732",200,0.688921,0.590655,0.555843,0.652447
"3733",200,0.675254,0.568388,0.556496,0.741927
"3734",200,0.692222,0.543046,0.625932,0.619894
"3735",200,0.734744,0.482895,0.573326,0.679317
"3736",200,0.746891,0.49591,0.719106,0.687406
"3737",200,0.599522,0.730235,0.635969,0.550649
"3738",200,0.446293,0.574734,0.731238,0.532129
"3739",200,0.685987,0.667522,0.631934,0.611847
"3740",200,0.689445,0.666226,0.630996,0.581646
"3741",200,0.689445,0.666226,0.7814,0.50433
"3742",200,0.685168,0.659239,0.562897,0.817959
"3743",200,0.483197,0.656667,0.640731,0.539949
"3744",200,0.426933,0.706651,0.742574,0.869028
"3745",200,0.72504,0.757603,0.477998,0.676344
"3746",200,0.668596,0.582337,0.689455,0.72587
"3747",200,0.668921,0.708843,0.79236,0.550142
"3748",200,0.60487,0.609728,0.777292,0.76588
"3749",200,0.605356,0.607435,0.707017,0.723463
"3750",200,0.578403,0.540045,0.715616,0.671558
"3751",200,0.535618,0.646401,0.533076,0.594447
"3752",200,0.537713,0.652236,0.660116,0.551812
"3753",200,0.649111,0.61163,0.586176,0.519148
"3754",200,0.655456,0.60192,0.764281,0.523627
"3755",200,0.844016,0.551628,0.474748,0.577552
"3756",200,0.357638,0.669903,0.774152,0.294544
"3757",200,0.4498,0.631752,0.516889,0.651574
"3758",200,0.51987,0.53822,0.611404,0.333308
"3759",200,0.478914,0.574036,0.634774,0.66967
"3760",200,0.63243,0.787537,0.645542,0.741774
"3761",200,0.779993,0.621583,0.496183,0.617007
"3762",200,0.712003,0.625488,0.538085,0.653324
"3763",200,0.64993,0.643922,0.325967,0.469682
"3764",200,0.608606,0.677017,0.602958,0.484836
"3765",200,0.446284,0.649239,0.604725,0.757427
"3766",200,0.507272,0.570717,0.737318,0.423649
"3767",200,0.612715,0.577308,0.670556,0.600913
"3768",200,0.652379,0.558317,0.580256,0.458774
"3769",200,0.566062,0.60408,0.741841,0.595223
"3770",200,0.55283,0.617257,0.528667,0.638317
"3771",200,0.536242,0.621746,0.567189,0.812584
"3772",200,0.56245,0.62345,0.645093,0.671539
"3773",200,0.683137,0.517975,0.736753,0.620691
"3774",200,0.753999,0.510928,0.535381,0.766135
"3775",200,0.810997,0.457455,0.699389,0.675938
"3776",200,0.808239,0.485143,0.420499,0.54977
"3777",200,0.410737,0.759539,0.534343,0.602876
"3778",200,0.397694,0.764635,0.465154,0.774369
"3779",200,0.394925,0.753191,0.615094,0.46555
