"","n_trials","alpha1_est","alpha2_est","alpha1_prior","alpha2_prior"
"7999",1000,0.458841,0.740447,0.473175,0.775438
"8000",1000,0.459252,0.72657,0.640168,0.640206
"8001",2000,0.661767,0.822826,0.406664,0.638488
"8002",2000,0.640167,0.814267,0.846445,0.693594
"8003",2000,0.523205,0.747604,0.42123,0.507112
"8004",2000,0.56942,0.838668,0.656777,0.61466
"8005",2000,0.663318,0.634241,0.695981,0.613096
"8006",2000,0.593952,0.779075,0.853399,0.41511
"8007",2000,0.718081,0.674179,0.769445,0.707288
"8008",2000,0.638307,0.741016,0.71898,0.770126
"8009",2000,0.527938,0.718078,0.464685,0.626291
"8010",2000,0.65577,0.737055,0.43311,0.413321
"8011",2000,0.59539,0.732387,0.730321,0.757345
"8012",2000,0.502531,0.671566,0.660286,0.568179
"8013",2000,0.545376,0.730761,0.499426,0.654096
"8014",2000,0.532515,0.735395,0.495015,0.713295
"8015",2000,0.480465,0.686049,0.832726,0.740362
"8016",2000,0.533062,0.665087,0.415679,0.626531
"8017",2000,0.693935,0.76814,0.58492,0.725013
"8018",2000,0.628799,0.821592,0.50217,0.726238
"8019",2000,0.71293,0.674657,0.508196,0.536063
"8020",2000,0.495032,0.658959,0.487517,0.7879
"8021",2000,0.564775,0.694178,0.547498,0.672374
"8022",2000,0.693413,0.787219,0.483426,0.523535
"8023",2000,0.69761,0.645421,0.629404,0.7675
"8024",2000,0.714664,0.557587,0.690323,0.694986
"8025",2000,0.510369,0.766874,0.560085,0.722012
"8026",2000,0.699873,0.807872,0.698191,0.711309
"8027",2000,0.683974,0.793124,0.684585,0.687687
"8028",2000,0.610878,0.754739,0.669144,0.624611
"8029",2000,0.657129,0.666933,0.71224,0.415912
"8030",2000,0.577204,0.695441,0.783615,0.601224
"8031",2000,0.583633,0.722387,0.418106,0.531573
"8032",2000,0.462936,0.69636,0.78439,0.548672
"8033",2000,0.481644,0.69996,0.516144,0.686803
"8034",2000,0.725817,0.790063,0.621552,0.672676
"8035",2000,0.544583,0.68706,0.520471,0.578897
"8036",2000,0.646876,0.748199,0.481506,0.542128
"8037",2000,0.586766,0.632137,0.476674,0.546152
"8038",2000,0.664634,0.784464,0.684387,0.616689
"8039",2000,0.711903,0.674534,0.446138,0.687622
"8040",2000,0.65674,0.669036,0.703534,0.681047
"8041",2000,0.576125,0.725016,0.613298,0.597472
"8042",2000,0.644939,0.777475,0.686181,0.391644
"8043",2000,0.65955,0.826143,0.549018,0.537125
"8044",2000,0.711034,0.804375,0.67663,0.527168
"8045",2000,0.770147,0.711563,0.568769,0.686442
"8046",2000,0.765381,0.750213,0.55148,0.476922
"8047",2000,0.46528,0.6148,0.689318,0.683038
"8048",2000,0.709494,0.569179,0.693229,0.707169
"8049",2000,0.558083,0.741356,0.606124,0.557572
"8050",2000,0.502958,0.631957,0.706173,0.686391
"8051",2000,0.63453,0.725614,0.768702,0.493422
"8052",2000,0.62425,0.73358,0.533356,0.502335
"8053",2000,0.539103,0.809616,0.436151,0.611781
"8054",2000,0.610858,0.837846,0.642649,0.443821
"8055",2000,0.534083,0.586446,0.744962,0.687275
"8056",2000,0.637003,0.82086,0.417827,0.600875
"8057",2000,0.717634,0.819231,0.628516,0.626348
"8058",2000,0.469338,0.64406,0.75273,0.487243
"8059",2000,0.464898,0.701049,0.645026,0.69949
"8060",2000,0.633449,0.752848,0.588724,0.660314
"8061",2000,0.419793,0.768481,0.776337,0.616203
"8062",2000,0.74072,0.576393,0.597264,0.657841
"8063",2000,0.74672,0.581185,0.835269,0.762213
"8064",2000,0.732685,0.841318,0.583514,0.641812
"8065",2000,0.718606,0.553208,0.578918,0.342001
"8066",2000,0.690894,0.786543,0.682438,0.641469
"8067",2000,0.734307,0.678476,0.680941,0.759447
"8068",2000,0.661591,0.773163,0.619664,0.611965
"8069",2000,0.529329,0.658175,0.724895,0.451729
"8070",2000,0.63055,0.741856,0.594189,0.700241
"8071",2000,0.486387,0.842225,0.528532,0.776172
"8072",2000,0.677835,0.684011,0.509752,0.768019
"8073",2000,0.634745,0.66016,0.624149,0.597604
"8074",2000,0.570912,0.709493,0.615503,0.535832
"8075",2000,0.75051,0.781848,0.654009,0.730227
"8076",2000,0.743389,0.791313,0.821717,0.761174
"8077",2000,0.583752,0.853174,0.739368,0.529251
"8078",2000,0.733084,0.563232,0.637655,0.597381
"8079",2000,0.628161,0.600069,0.697446,0.546078
"8080",2000,0.516995,0.601083,0.464579,0.750533
"8081",2000,0.614274,0.730167,0.649171,0.707482
"8082",2000,0.583066,0.713885,0.601837,0.739234
"8083",2000,0.708847,0.608011,0.907843,0.610068
"8084",2000,0.457463,0.811261,0.515469,0.751072
"8085",2000,0.460421,0.796954,0.705002,0.839271
"8086",2000,0.448248,0.842109,0.446581,0.599583
"8087",2000,0.460819,0.846117,0.489391,0.612469
"8088",2000,0.58629,0.610154,0.653395,0.604472
"8089",2000,0.58129,0.501384,0.566626,0.622643
"8090",2000,0.515278,0.698156,0.584433,0.587276
"8091",2000,0.749458,0.710837,0.646805,0.541682
"8092",2000,0.460001,0.811715,0.787175,0.613183
"8093",2000,0.698297,0.598547,0.789647,0.654527
"8094",2000,0.639694,0.717478,0.678317,0.523953
"8095",2000,0.582435,0.671257,0.6053,0.649827
"8096",2000,0.505384,0.711817,0.720752,0.671704
"8097",2000,0.726119,0.67987,0.714617,0.553676
"8098",2000,0.544124,0.768109,0.602037,0.56314
"8099",2000,0.623453,0.792786,0.832525,0.738382
"8100",2000,0.694248,0.747881,0.632386,0.455629
"8101",2000,0.650257,0.750906,0.634284,0.598316
"8102",2000,0.620858,0.687971,0.561272,0.686083
"8103",2000,0.694576,0.701412,0.51244,0.611609
"8104",2000,0.482849,0.727459,0.738339,0.545337
"8105",2000,0.494123,0.696956,0.61399,0.504298
"8106",2000,0.644404,0.538949,0.70607,0.692073
"8107",2000,0.467971,0.678853,0.669429,0.445298
"8108",2000,0.554668,0.571512,0.534521,0.591947
"8109",2000,0.623173,0.746968,0.711984,0.447015
"8110",2000,0.574681,0.720933,0.494636,0.777591
"8111",2000,0.591412,0.567388,0.612946,0.523017
"8112",2000,0.687529,0.56585,0.560409,0.656148
"8113",2000,0.4504,0.815959,0.366763,0.550706
"8114",2000,0.690146,0.627282,0.518485,0.610782
"8115",2000,0.535765,0.83584,0.500089,0.622739
"8116",2000,0.661462,0.79624,0.54,0.683906
"8117",2000,0.689738,0.800447,0.598941,0.579676
"8118",2000,0.676528,0.774024,0.459997,0.650829
"8119",2000,0.623569,0.770073,0.547115,0.645901
"8120",2000,0.725392,0.766524,0.541289,0.635077
"8121",2000,0.715179,0.811217,0.674878,0.552537
"8122",2000,0.629311,0.723413,0.558032,0.765991
"8123",2000,0.616904,0.677613,0.707501,0.880568
"8124",2000,0.73275,0.639153,0.416521,0.666131
"8125",2000,0.56566,0.875579,0.656304,0.41726
"8126",2000,0.432571,0.52314,0.673254,0.73187
"8127",2000,0.67315,0.861676,0.735733,0.727458
"8128",2000,0.71178,0.792571,0.776559,0.759478
"8129",2000,0.747612,0.778552,0.613087,0.466918
"8130",2000,0.732694,0.769035,0.584922,0.591353
"8131",2000,0.675115,0.746826,0.775483,0.634413
"8132",2000,0.731768,0.712666,0.662601,0.616864
"8133",2000,0.548293,0.633358,0.567731,0.539109
"8134",2000,0.44384,0.538491,0.594195,0.497634
"8135",2000,0.786366,0.708,0.318494,0.729226
"8136",2000,0.777244,0.755867,0.57614,0.689636
"8137",2000,0.571203,0.787662,0.634548,0.724455
"8138",2000,0.610376,0.605306,0.806014,0.50309
"8139",2000,0.551007,0.833182,0.567201,0.505005
"8140",2000,0.669024,0.606049,0.610788,0.643814
"8141",2000,0.542474,0.794886,0.624022,0.712884
"8142",2000,0.58103,0.65076,0.629263,0.691611
"8143",2000,0.535146,0.737861,0.770876,0.633726
"8144",2000,0.687945,0.675195,0.627979,0.777889
"8145",2000,0.649748,0.750862,0.583824,0.681083
"8146",2000,0.544657,0.73312,0.752257,0.809609
"8147",2000,0.389371,0.576465,0.52982,0.835271
"8148",2000,0.793006,0.778394,0.545538,0.646116
"8149",2000,0.548506,0.743098,0.811938,0.641293
"8150",2000,0.480756,0.763145,0.618175,0.569329
"8151",2000,0.57353,0.760537,0.767312,0.602855
"8152",2000,0.531701,0.839664,0.501094,0.632748
"8153",2000,0.7864,0.662677,0.707136,0.708465
"8154",2000,0.41316,0.765294,0.657223,0.495128
"8155",2000,0.442018,0.730344,0.597165,0.511104
"8156",2000,0.582171,0.69428,0.619062,0.563796
"8157",2000,0.606064,0.697338,0.411774,0.58106
"8158",2000,0.653455,0.683504,0.49205,0.679623
"8159",2000,0.530688,0.825779,0.604209,0.433404
"8160",2000,0.525847,0.826941,0.763293,0.621687
"8161",2000,0.668896,0.596551,0.75589,0.593149
"8162",2000,0.560277,0.795291,0.74852,0.536074
"8163",2000,0.625353,0.681626,0.587212,0.472592
"8164",2000,0.596482,0.764527,0.695489,0.553904
"8165",2000,0.6415,0.681832,0.528215,0.469454
"8166",2000,0.653682,0.670983,0.55224,0.556487
"8167",2000,0.487683,0.630028,0.516634,0.653585
"8168",2000,0.589712,0.650261,0.821306,0.474789
"8169",2000,0.493108,0.768726,0.72178,0.734651
"8170",2000,0.451823,0.754601,0.765277,0.642611
"8171",2000,0.525828,0.711234,0.712817,0.691099
"8172",2000,0.495522,0.652889,0.686643,0.540666
"8173",2000,0.757311,0.795149,0.389687,0.531146
"8174",2000,0.663438,0.68845,0.361053,0.609782
"8175",2000,0.642287,0.685167,0.602328,0.513513
"8176",2000,0.453799,0.613291,0.427359,0.665846
"8177",2000,0.481214,0.657718,0.595032,0.695333
"8178",2000,0.473524,0.817228,0.667143,0.564398
"8179",2000,0.484695,0.819728,0.548115,0.646572
"8180",2000,0.49362,0.769954,0.712978,0.698512
"8181",2000,0.697575,0.832083,0.428684,0.643872
"8182",2000,0.490051,0.716261,0.675338,0.470825
"8183",2000,0.596529,0.786085,0.729316,0.595845
"8184",2000,0.602784,0.774543,0.766914,0.570405
"8185",2000,0.588494,0.796754,0.561577,0.457237
"8186",2000,0.646387,0.791377,0.605789,0.754382
"8187",2000,0.709964,0.754186,0.796345,0.43518
"8188",2000,0.60115,0.691719,0.454985,0.750268
"8189",2000,0.592636,0.64077,0.516091,0.521133
"8190",2000,0.45278,0.745689,0.506214,0.530263
"8191",2000,0.665383,0.706287,0.726213,0.584978
"8192",2000,0.780437,0.662596,0.661002,0.653715
"8193",2000,0.49587,0.604676,0.474476,0.645574
"8194",2000,0.617513,0.823765,0.73805,0.468303
"8195",2000,0.735112,0.726715,0.727895,0.485848
"8196",2000,0.775947,0.758664,0.595169,0.631662
"8197",2000,0.728803,0.669969,0.681356,0.617334
"8198",2000,0.644797,0.77509,0.76321,0.566836
"8199",2000,0.560595,0.773133,0.558382,0.782273
"8200",2000,0.562647,0.757996,0.57769,0.55846
"8201",2000,0.689282,0.764813,0.522727,0.630905
"8202",2000,0.620006,0.720809,0.546247,0.710613
"8203",2000,0.559892,0.726853,0.733244,0.444879
"8204",2000,0.509726,0.691722,0.410766,0.628573
"8205",2000,0.514502,0.66706,0.414688,0.529359
"8206",2000,0.674661,0.757784,0.71069,0.569727
"8207",2000,0.693991,0.793372,0.694076,0.669941
"8208",2000,0.645644,0.744685,0.519555,0.801975
"8209",2000,0.545902,0.73761,0.729841,0.664546
"8210",2000,0.372106,0.700096,0.713922,0.643158
"8211",2000,0.689289,0.693003,0.677777,0.780541
"8212",2000,0.696797,0.718699,0.593122,0.579091
"8213",2000,0.62957,0.764046,0.630927,0.474306
"8214",2000,0.614443,0.705936,0.771269,0.388242
"8215",2000,0.648296,0.712145,0.635895,0.833368
"8216",2000,0.688827,0.757931,0.543767,0.52468
"8217",2000,0.640113,0.691191,0.44387,0.670243
"8218",2000,0.538957,0.741516,0.49776,0.460548
"8219",2000,0.492522,0.767989,0.515875,0.508907
"8220",2000,0.485694,0.694952,0.731758,0.725382
"8221",2000,0.592302,0.491565,0.506716,0.480055
"8222",2000,0.745227,0.83275,0.514294,0.738322
"8223",2000,0.738136,0.844136,0.532231,0.546812
"8224",2000,0.404625,0.617679,0.737278,0.465389
"8225",2000,0.818816,0.761157,0.654385,0.760317
"8226",2000,0.563846,0.671906,0.653028,0.576008
"8227",2000,0.512066,0.692337,0.414944,0.589215
"8228",2000,0.405951,0.71071,0.42883,0.630437
"8229",2000,0.445793,0.698335,0.505021,0.552913
"8230",2000,0.710633,0.80631,0.69692,0.582806
"8231",2000,0.753482,0.814376,0.66119,0.808506
"8232",2000,0.748473,0.786327,0.678222,0.513397
"8233",2000,0.709402,0.789136,0.824233,0.499866
"8234",2000,0.50709,0.757748,0.74503,0.459014
"8235",2000,0.727028,0.703525,0.476426,0.769043
"8236",2000,0.67512,0.757357,0.488176,0.718461
"8237",2000,0.745556,0.743143,0.823444,0.459912
"8238",2000,0.514568,0.692045,0.494851,0.700287
"8239",2000,0.539237,0.682347,0.524274,0.297071
"8240",2000,0.577804,0.676898,0.573693,0.461492
"8241",2000,0.693178,0.744157,0.826877,0.530781
"8242",2000,0.509561,0.645795,0.430403,0.787414
"8243",2000,0.435904,0.779501,0.758715,0.413573
"8244",2000,0.719446,0.667268,0.531766,0.809501
"8245",2000,0.538937,0.768669,0.699499,0.63817
"8246",2000,0.709228,0.780189,0.487455,0.597453
"8247",2000,0.71605,0.806314,0.673163,0.541404
"8248",2000,0.592175,0.75831,0.472741,0.690198
"8249",2000,0.499628,0.665094,0.687185,0.646054
"8250",2000,0.520662,0.82307,0.650406,0.761918
"8251",2000,0.561965,0.699132,0.563452,0.722426
"8252",2000,0.624769,0.768363,0.758775,0.584076
"8253",2000,0.572004,0.774934,0.598641,0.586032
"8254",2000,0.50916,0.687447,0.374515,0.439138
"8255",2000,0.726929,0.735944,0.677185,0.766123
"8256",2000,0.502554,0.703911,0.835481,0.456916
"8257",2000,0.553739,0.693986,0.36591,0.816187
"8258",2000,0.704093,0.719981,0.586899,0.738479
"8259",2000,0.442016,0.747338,0.721168,0.564222
"8260",2000,0.758005,0.804227,0.470259,0.774776
"8261",2000,0.56338,0.766736,0.542094,0.60304
"8262",2000,0.611857,0.622091,0.603509,0.587348
"8263",2000,0.661505,0.84454,0.63164,0.607202
"8264",2000,0.550757,0.657077,0.387846,0.657895
"8265",2000,0.669148,0.821862,0.561255,0.77331
"8266",2000,0.598348,0.745447,0.672109,0.566315
"8267",2000,0.593489,0.728594,0.777949,0.530332
"8268",2000,0.565343,0.731974,0.672802,0.685469
"8269",2000,0.542078,0.716036,0.67105,0.700837
"8270",2000,0.498371,0.798626,0.52253,0.549808
"8271",2000,0.5887,0.684372,0.797189,0.801386
"8272",2000,0.608313,0.666296,0.693584,0.509505
"8273",2000,0.688195,0.760309,0.658543,0.664585
"8274",2000,0.551172,0.689501,0.666287,0.780786
"8275",2000,0.700058,0.634682,0.638845,0.627919
"8276",2000,0.683443,0.641387,0.589217,0.668585
"8277",2000,0.554135,0.762387,0.42567,0.504518
"8278",2000,0.485619,0.627698,0.773617,0.518479
"8279",2000,0.628003,0.762761,0.812359,0.721434
"8280",2000,0.583635,0.755115,0.559759,0.495271
"8281",2000,0.620607,0.713768,0.613315,0.551975
"8282",2000,0.63006,0.725283,0.563109,0.809149
"8283",2000,0.585029,0.795719,0.67023,0.6232
"8284",2000,0.527109,0.617977,0.722355,0.624229
"8285",2000,0.533596,0.719683,0.628511,0.675939
"8286",2000,0.625859,0.813688,0.655521,0.690643
"8287",2000,0.672886,0.801941,0.75221,0.626354
"8288",2000,0.470654,0.777875,0.656182,0.670142
"8289",2000,0.599924,0.678262,0.530902,0.509517
"8290",2000,0.526696,0.606179,0.621444,0.81961
"8291",2000,0.609121,0.825459,0.731692,0.649531
"8292",2000,0.634827,0.624769,0.765461,0.732561
"8293",2000,0.751028,0.711541,0.499234,0.731245
"8294",2000,0.575376,0.793322,0.677135,0.369893
"8295",2000,0.683905,0.573943,0.64783,0.589796
"8296",2000,0.663967,0.61057,0.77086,0.404769
"8297",2000,0.570056,0.835221,0.563324,0.59144
"8298",2000,0.559942,0.735256,0.686867,0.625857
"8299",2000,0.715055,0.836644,0.522454,0.658852
"8300",2000,0.571586,0.813058,0.631466,0.369741
"8301",2000,0.595987,0.812058,0.678462,0.596589
"8302",2000,0.548804,0.702575,0.534002,0.745828
"8303",2000,0.55823,0.701117,0.852571,0.754388
"8304",2000,0.513161,0.693122,0.766458,0.689399
"8305",2000,0.568159,0.734132,0.406504,0.628867
"8306",2000,0.579124,0.777599,0.774354,0.655948
"8307",2000,0.706465,0.72825,0.391277,0.696017
"8308",2000,0.695234,0.684233,0.61278,0.527346
"8309",2000,0.569177,0.762963,0.808834,0.737141
"8310",2000,0.640079,0.643452,0.62968,0.515173
"8311",2000,0.752359,0.811506,0.705471,0.563875
"8312",2000,0.670376,0.601585,0.469989,0.470567
"8313",2000,0.519355,0.708497,0.602224,0.542376
"8314",2000,0.665944,0.768004,0.672864,0.668571
"8315",2000,0.675777,0.758801,0.404474,0.680639
"8316",2000,0.537775,0.766322,0.519481,0.58285
"8317",2000,0.537816,0.672958,0.587511,0.614247
"8318",2000,0.364182,0.682658,0.628032,0.584748
"8319",2000,0.376992,0.692746,0.489747,0.75181
"8320",2000,0.727391,0.848819,0.709145,0.706569
"8321",2000,0.492445,0.557438,0.776277,0.667463
"8322",2000,0.565855,0.642151,0.570143,0.635347
"8323",2000,0.53072,0.750296,0.565957,0.809215
"8324",2000,0.549706,0.740162,0.757807,0.778892
"8325",2000,0.685514,0.742154,0.459486,0.598691
"8326",2000,0.497709,0.74334,0.662969,0.527093
"8327",2000,0.374731,0.63433,0.445348,0.674585
"8328",2000,0.325797,0.617666,0.71133,0.503832
"8329",2000,0.37635,0.678021,0.61189,0.398976
"8330",2000,0.452522,0.696115,0.632268,0.618875
"8331",2000,0.73678,0.766025,0.737744,0.490767
"8332",2000,0.429769,0.693282,0.732519,0.673323
"8333",2000,0.395768,0.699293,0.794328,0.496913
"8334",2000,0.709228,0.687199,0.452258,0.656418
"8335",2000,0.659633,0.617611,0.583381,0.585334
"8336",2000,0.642366,0.598033,0.641614,0.800381
"8337",2000,0.52542,0.659454,0.62881,0.777527
"8338",2000,0.483147,0.707897,0.540028,0.666164
"8339",2000,0.468092,0.709598,0.470251,0.664189
"8340",2000,0.362507,0.697676,0.446269,0.555516
"8341",2000,0.430511,0.768098,0.772624,0.340458
"8342",2000,0.691975,0.580595,0.459025,0.76581
"8343",2000,0.42518,0.80049,0.468677,0.621714
"8344",2000,0.48922,0.819696,0.798451,0.55506
"8345",2000,0.748497,0.688922,0.548765,0.643314
"8346",2000,0.604197,0.788946,0.703888,0.749083
"8347",2000,0.518703,0.610244,0.71564,0.72279
"8348",2000,0.533995,0.621018,0.757537,0.584306
"8349",2000,0.630457,0.829323,0.649354,0.642155
"8350",2000,0.795573,0.795513,0.665027,0.523388
"8351",2000,0.450083,0.665269,0.652359,0.813213
"8352",2000,0.778862,0.794005,0.610315,0.730415
"8353",2000,0.781663,0.674602,0.650026,0.764375
"8354",2000,0.420342,0.785049,0.575557,0.411901
"8355",2000,0.680038,0.504031,0.777149,0.75761
"8356",2000,0.546696,0.833603,0.639574,0.763758
"8357",2000,0.716199,0.774435,0.62334,0.645024
"8358",2000,0.586593,0.61063,0.594047,0.755212
"8359",2000,0.671793,0.813824,0.729933,0.596356
"8360",2000,0.750839,0.832685,0.559964,0.442165
"8361",2000,0.705199,0.837174,0.632332,0.511004
"8362",2000,0.732881,0.847155,0.627838,0.480523
"8363",2000,0.680329,0.654435,0.635091,0.54414
"8364",2000,0.815901,0.696964,0.688934,0.546097
"8365",2000,0.818184,0.754027,0.586612,0.723039
"8366",2000,0.702553,0.747503,0.409331,0.558668
"8367",2000,0.529969,0.656086,0.416878,0.407519
"8368",2000,0.505959,0.849783,0.625764,0.826042
"8369",2000,0.710243,0.536646,0.61265,0.680269
"8370",2000,0.709454,0.721846,0.729749,0.636289
"8371",2000,0.794156,0.801617,0.523426,0.664549
"8372",2000,0.442689,0.697919,0.719221,0.480764
"8373",2000,0.760214,0.648744,0.884641,0.745645
"8374",2000,0.592233,0.729399,0.622895,0.596942
"8375",2000,0.668198,0.746851,0.582115,0.818261
"8376",2000,0.752511,0.764772,0.650119,0.649624
"8377",2000,0.560359,0.740721,0.572499,0.709738
"8378",2000,0.506118,0.724845,0.781571,0.624255
"8379",2000,0.60591,0.548725,0.740799,0.564662
"8380",2000,0.537337,0.781919,0.600705,0.776596
"8381",2000,0.613683,0.534562,0.550171,0.457227
"8382",2000,0.467341,0.713993,0.703703,0.739158
"8383",2000,0.564074,0.729688,0.487658,0.532869
"8384",2000,0.528879,0.754825,0.514944,0.740939
"8385",2000,0.612394,0.714712,0.624335,0.63741
"8386",2000,0.644128,0.81921,0.676952,0.818133
"8387",2000,0.497698,0.873151,0.549309,0.506458
"8388",2000,0.703816,0.822857,0.730581,0.702084
"8389",2000,0.666615,0.751161,0.365366,0.611826
"8390",2000,0.7052,0.798752,0.751227,0.601689
"8391",2000,0.689651,0.788515,0.648733,0.440883
"8392",2000,0.489312,0.838613,0.644965,0.734775
"8393",2000,0.605932,0.718799,0.694335,0.578598
"8394",2000,0.559466,0.79998,0.635578,0.573884
"8395",2000,0.595,0.663652,0.491396,0.658687
"8396",2000,0.68359,0.660242,0.581018,0.589359
"8397",2000,0.465565,0.677967,0.376363,0.435433
"8398",2000,0.541165,0.864778,0.60693,0.714618
"8399",2000,0.432758,0.750347,0.559048,0.585967
"8400",2000,0.769307,0.707985,0.808684,0.594193
"8401",2000,0.644338,0.690214,0.651946,0.520261
"8402",2000,0.696915,0.727501,0.609163,0.540612
"8403",2000,0.550711,0.714279,0.794161,0.58485
"8404",2000,0.70704,0.722696,0.466867,0.687442
"8405",2000,0.504708,0.848324,0.707296,0.591415
"8406",2000,0.574471,0.809374,0.735327,0.591103
"8407",2000,0.715127,0.706552,0.580708,0.669637
"8408",2000,0.53256,0.789001,0.67639,0.613806
"8409",2000,0.608902,0.789649,0.605352,0.732256
"8410",2000,0.639798,0.693748,0.635844,0.648292
"8411",2000,0.702131,0.761702,0.667333,0.538216
"8412",2000,0.723375,0.635675,0.713223,0.447283
"8413",2000,0.646652,0.608098,0.579871,0.697203
"8414",2000,0.563383,0.80971,0.72521,0.723187
"8415",2000,0.478613,0.527601,0.586766,0.617624
"8416",2000,0.594926,0.701317,0.741373,0.612402
"8417",2000,0.646636,0.709385,0.892484,0.601329
"8418",2000,0.600088,0.684157,0.440486,0.622872
"8419",2000,0.544688,0.650517,0.702731,0.633707
"8420",2000,0.468757,0.64215,0.567738,0.571173
"8421",2000,0.505914,0.728205,0.735551,0.58243
"8422",2000,0.626994,0.754544,0.482792,0.659125
"8423",2000,0.532082,0.790526,0.652026,0.467965
"8424",2000,0.538039,0.705149,0.656713,0.412689
"8425",2000,0.721337,0.76283,0.714632,0.630316
"8426",2000,0.483655,0.643947,0.80008,0.506119
"8427",2000,0.482889,0.728038,0.616297,0.678772
"8428",2000,0.524402,0.678398,0.63251,0.577389
"8429",2000,0.563861,0.761644,0.640412,0.566094
"8430",2000,0.601219,0.80631,0.568166,0.605525
"8431",2000,0.570852,0.626517,0.572971,0.613904
"8432",2000,0.535768,0.698277,0.462558,0.751847
"8433",2000,0.450866,0.639832,0.707568,0.585386
"8434",2000,0.549242,0.808398,0.518657,0.516369
"8435",2000,0.687345,0.682992,0.525223,0.728212
"8436",2000,0.512353,0.74309,0.664183,0.750298
"8437",2000,0.670931,0.651651,0.61246,0.796816
"8438",2000,0.627819,0.725471,0.621597,0.736035
"8439",2000,0.663006,0.742591,0.748965,0.650509
"8440",2000,0.713588,0.714718,0.506033,0.576222
"8441",2000,0.53914,0.742474,0.346794,0.703097
"8442",2000,0.652997,0.61917,0.627015,0.537121
"8443",2000,0.663852,0.507561,0.505679,0.685655
"8444",2000,0.614753,0.729208,0.877349,0.65347
"8445",2000,0.602515,0.705491,0.647925,0.664249
"8446",2000,0.485267,0.733433,0.59185,0.614117
"8447",2000,0.6053,0.698388,0.759701,0.569317
"8448",2000,0.667906,0.718386,0.720006,0.779415
"8449",2000,0.723756,0.775534,0.536922,0.753791
"8450",2000,0.486711,0.643967,0.63307,0.510959
"8451",2000,0.376264,0.583547,0.623415,0.776643
"8452",2000,0.652354,0.813246,0.475225,0.590497
"8453",2000,0.657865,0.83262,0.419161,0.58374
"8454",2000,0.53993,0.687003,0.533216,0.544787
"8455",2000,0.488297,0.693327,0.510493,0.648784
"8456",2000,0.627782,0.658834,0.764402,0.714606
"8457",2000,0.584165,0.686675,0.614295,0.600621
"8458",2000,0.640829,0.61955,0.634731,0.386302
"8459",2000,0.682318,0.615594,0.638823,0.610465
"8460",2000,0.671382,0.614968,0.684037,0.617291
"8461",2000,0.772421,0.752135,0.675137,0.468648
"8462",2000,0.468268,0.847011,0.836241,0.878432
"8463",2000,0.424161,0.808364,0.608243,0.554892
"8464",2000,0.384394,0.781733,0.512946,0.600849
"8465",2000,0.475896,0.774071,0.594875,0.550916
"8466",2000,0.488868,0.812402,0.787232,0.61379
"8467",2000,0.700787,0.704015,0.524449,0.686295
"8468",2000,0.550998,0.758882,0.699658,0.683297
"8469",2000,0.559359,0.714142,0.536277,0.513402
"8470",2000,0.530291,0.659995,0.576009,0.664136
"8471",2000,0.593467,0.699909,0.563587,0.709116
"8472",2000,0.599058,0.696136,0.554528,0.592947
"8473",2000,0.63039,0.663372,0.53039,0.714613
"8474",2000,0.694876,0.748454,0.649958,0.661426
"8475",2000,0.719497,0.715503,0.693475,0.568882
"8476",2000,0.588877,0.749459,0.564214,0.584247
"8477",2000,0.646781,0.73412,0.754012,0.695002
"8478",2000,0.590961,0.739141,0.784707,0.615413
"8479",2000,0.641338,0.707817,0.48268,0.718015
"8480",2000,0.773809,0.638815,0.823878,0.734821
"8481",2000,0.732879,0.641516,0.520557,0.701508
"8482",2000,0.406479,0.772743,0.701355,0.424452
"8483",2000,0.481246,0.774297,0.642929,0.666186
"8484",2000,0.489296,0.785094,0.607225,0.593539
"8485",2000,0.712858,0.575815,0.616535,0.507102
"8486",2000,0.717817,0.588593,0.58858,0.670815
"8487",2000,0.795693,0.712392,0.350451,0.616808
"8488",2000,0.425669,0.744022,0.509986,0.630128
"8489",2000,0.47653,0.672247,0.626406,0.812329
"8490",2000,0.478125,0.798272,0.698524,0.661015
"8491",2000,0.681192,0.726341,0.460796,0.821129
"8492",2000,0.752295,0.739604,0.352387,0.610367
"8493",2000,0.784796,0.820409,0.746194,0.828873
"8494",2000,0.488289,0.664849,0.639096,0.736188
"8495",2000,0.617922,0.532737,0.69278,0.44163
"8496",2000,0.634859,0.860252,0.527137,0.672376
"8497",2000,0.477728,0.673205,0.661014,0.62994
"8498",2000,0.435424,0.654584,0.783903,0.579987
"8499",2000,0.734258,0.780449,0.47089,0.49354
"8500",2000,0.579404,0.611582,0.606425,0.541212
"8501",2000,0.714306,0.804244,0.537,0.718661
"8502",2000,0.763878,0.754649,0.720372,0.713653
"8503",2000,0.549292,0.771822,0.483299,0.585097
"8504",2000,0.544803,0.773606,0.797731,0.807037
"8505",2000,0.611202,0.763335,0.62269,0.749419
"8506",2000,0.587726,0.792795,0.690057,0.703109
"8507",2000,0.698867,0.637105,0.668433,0.55059
"8508",2000,0.574118,0.703071,0.548779,0.559477
"8509",2000,0.614374,0.727971,0.557387,0.651566
"8510",2000,0.570402,0.690943,0.666204,0.583306
"8511",2000,0.687083,0.816856,0.541014,0.628377
"8512",2000,0.650879,0.713867,0.672454,0.560781
"8513",2000,0.669556,0.734018,0.462261,0.702538
"8514",2000,0.554457,0.780394,0.782074,0.79708
"8515",2000,0.571954,0.70146,0.535281,0.444379
